20	173.624	359.798	553.436	875.854	1376.76	2189.79	3749.98	7015.98	14336	28783.3
30	79.438	171.41	285.093	478.175	787.863	1316.08	2405.74	4452.52	8894.36	18061
60	33.108	71.233	138.266	254.332	444.737	796.512	1422.43	2629.04	4812.2	9660.4
100	25.663	56.515	98.306	188.999	387.889	649.521	1084.09	1855.53	3225.96	6241.1
150	26.344	58.428	101.142	188.966	326.442	534.354	881.389	1385.24	2439.87	4416.21
200	24.391	57.01	96.973	211.896	410.056	617.796	987.31	1420.44	2196.14	3728.64
300	27.155	59.551	104.792	194.289	320.884	508.999	680.085	965.287	1469.44	2635.24
600	30.149	65.948	124.267	234.249	371.063	448.004	548.726	725.978	997.236	1509.7
