20	0.19069	0.19798	0.24983	0.29038	0.32303	0.36374	0.37932	0.37472	0.33567	0.33563
30	0.41678	0.41557	0.48499	0.53188	0.56449	0.60522	0.59127	0.59046	0.54104	0.53488
60	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
100	1.29011	1.26043	1.40649	1.34568	1.14656	1.22631	1.31210	1.41687	1.49171	1.54787
150	1.25676	1.21916	1.36705	1.34591	1.36238	1.49061	1.61385	1.89789	1.97232	2.18749
200	1.35739	1.24948	1.42582	1.20027	1.08458	1.28928	1.44071	1.85086	2.19121	2.59086
300	1.21922	1.19617	1.31943	1.30904	1.38597	1.56486	2.09155	2.72358	3.27485	3.66585
600	1.09815	1.08014	1.11265	1.08573	1.19855	1.77791	2.59224	3.62138	4.82554	6.39889
